442616,20160601,1734,5393,8528,4024,4634,6964,1289,2017,6265,1903,1829,7036,7416,1540,5149,0156,2417,8333,1392,9288,0834,4936,9796
442716,20160604,9972,5514,5161,1599,0669,1090,0060,6561,6262,9247,6552,9303,4033,9512,6123,9168,2764,5116,7381,9926,6267,0261,9258
442816,20160605,1848,4800,0305,1942,3883,9737,9396,7274,3291,3830,9490,1641,6066,8858,1166,3278,2243,1669,5379,8550,1032,3442,8853
442916,20160608,2924,6473,8696,8486,0100,1135,7634,9716,7596,9398,1024,6821,1870,8506,2699,9488,6269,4092,2335,6820,8768,6431,1160
443016,20160611,2713,1693,3095,8247,0572,9878,8408,0729,4955,7070,0303,7220,9432,9553,1661,2463,2604,9125,7007,6919,2915,7427,7782
443116,20160612,2105,4701,1486,9681,7934,6873,3382,0987,0507,6525,8895,9052,6123,1842,0034,1656,6185,1233,2179,9353,7187,2070,9465
443216,20160615,3681,0133,0900,5801,2565,9334,8376,6854,5350,6296,8733,1930,9399,7995,3490,6416,0675,0018,3686,8691,6114,3583,1058
443316,20160618,7043,7765,2097,7793,5684,9821,1599,5434,5371,7270,9291,2493,7592,1366,6464,6673,8044,4402,3271,0048,5657,9780,7147
443416,20160619,6979,6752,3502,2743,1729,5097,8878,1841,5648,7110,9093,6545,9788,0020,6266,1345,2556,4945,4151,0339,0984,5399,8308
443516,20160622,3639,1324,0618,4240,3012,3243,8563,7405,6138,8495,7871,8495,3807,0805,2492,7616,0872,3687,2737,1103,7136,0392,3187
443616,20160625,2403,8729,4716,6264,3598,3759,4420,2306,4946,5450,9709,1537,0651,0107,2580,5120,0182,4245,0577,6339,7645,9208,8825
443716,20160626,7916,1465,8157,8772,5279,8812,8665,9345,9341,6727,0088,7815,9069,1130,5415,8310,0084,0941,1436,8111,9428,3346,2059
443816,20160629,0394,2309,9371,9343,8240,8149,2140,4515,7396,7356,8061,7057,1728,6169,9643,5536,3868,1469,6063,0018,0142,0103,0798
443916,20160702,8741,3184,3810,3473,9100,8931,1883,4715,2629,7653,7233,7776,6504,9705,3123,5938,7466,5196,3380,6843,1252,6671,5927
444016,20160703,2464,2763,3573,8269,2970,5000,2492,6956,1051,3933,0037,7148,9821,8604,8008,7049,0231,4996,2334,0756,7785,9366,6616
444116,20160706,2935,5463,0923,6640,5813,8589,1873,4338,2360,9288,2113,7752,7594,4144,0534,7879,4671,7315,7860,5123,4277,2730,6143
444216,20160709,5793,9302,6209,5997,4934,1520,2594,5993,7296,1167,5054,3580,0310,6873,7634,9244,0439,0006,7022,3910,6408,5936,8156
444316,20160710,4782,8878,1034,9175,4509,6016,5566,2159,6927,9264,2517,5146,2870,4456,6452,9035,7136,9794,0005,1427,3984,0699,7383
444416,20160712,1694,2728,7741,3508,0932,7021,8051,4892,1470,0638,1426,7341,9850,3260,3741,1661,9893,8722,9201,6491,0360,5541,8672
444516,20160713,3458,6173,7167,7796,8552,8425,4013,4070,9940,5914,2445,5390,5688,5020,2474,2313,7721,9457,8374,0893,4246,0203,0797
444616,20160716,1837,7824,5093,4427,2268,9800,7937,9812,5669,0862,3483,2598,0497,0959,6146,3744,7385,4582,0717,0848,5259,1418,3453
444716,20160717,4635,8821,2293,3962,2728,6494,6169,4290,2556,7836,8683,2503,6817,2935,4743,7908,6749,3815,7911,6068,3111,5167,6098
444816,20160720,6086,1268,3338,6237,2567,0594,6866,3041,0107,5441,4087,7635,6445,2801,3457,5804,4631,4850,2207,3912,7644,3634,7601
444916,20160723,1785,9297,3636,9173,9732,9799,8005,2951,4795,3067,6233,8486,7077,4738,3212,4956,5608,3910,0389,6721,4356,1060,1255
445016,20160724,4125,9932,0334,6145,3786,0926,8268,5199,7709,9032,9294,7646,8467,8719,9891,4462,9179,8720,7389,9135,4106,2858,1767
445116,20160727,9444,9355,8252,5094,5198,1749,7732,0173,0019,2468,1078,6793,0594,4217,5400,5749,1673,5241,7392,2679,5586,9674,5915
445216,20160730,4835,7118,1136,9119,4898,4917,3256,3068,7291,0757,0841,7945,8466,7685,8852,9549,0174,8029,0975,1337,4798,6512,2272
445316,20160731,0232,1235,8830,4004,6564,3216,3793,4522,2222,0955,9510,7542,4150,2661,9636,0617,8850,6722,2968,8238,5556,7886,7519
445416,20160803,4484,8092,7978,2089,2494,8680,1529,0063,7413,5890,4145,7746,7945,0587,6845,7284,3213,1483,8052,6331,7163,4278,9408
445516,20160806,6584,8809,7610,4520,4610,4866,1964,4743,8129,9317,0120,2731,2868,4478,0320,7878,8792,7707,5197,7802,9653,4996,8578
445616,20160807,2077,8919,9818,7635,9378,8404,0457,7731,2740,0794,8764,8951,4388,3535,6731,2532,0128,5881,2255,7313,0773,1109,1616
445716,20160809,0494,9549,4961,9271,3094,8999,5558,3113,4045,0549,4359,4422,1850,7480,1599,8460,3594,5377,6068,5117,0990,2540,5453
445816,20160810,5747,8089,9720,4209,0123,7311,3100,5586,1279,9435,5468,3470,6355,2718,7574,4211,4066,1200,7576,0960,4374,5908,6696
445916,20160813,9240,1620,5862,5402,3075,7247,6767,7536,9648,1930,2238,6185,3305,7865,0154,8793,2622,2093,0931,2125,2122,9841,3522
446016,20160814,6939,3762,9005,1263,6333,1776,5325,7526,9997,0960,3123,7590,1846,4891,9632,8627,4434,8624,4393,5973,3662,1380,6289
446116,20160817,7481,6913,3598,7530,0761,6284,8197,1525,9031,8054,6694,7723,5126,2186,4595,4981,6482,9835,6724,2398,0019,8344,4287
446216,20160820,1222,4811,4674,4377,1062,7841,3691,0836,3150,3421,5733,9704,9628,9101,9998,1841,1913,7123,8834,9596,6700,6229,7715
446316,20160821,1723,4351,4575,8446,5208,0685,6955,2189,3206,1226,0057,6711,6825,2972,3981,4097,2294,5053,3286,3435,1940,3737,7071
446416,20160824,8880,2084,8733,4071,4463,6516,3618,1990,3268,4500,2088,9698,1337,9567,8407,0781,5394,3128,0409,0559,8904,7271,2544
446516,20160827,0942,1917,2920,2568,4938,0126,5894,1933,7171,0699,9181,5722,2236,7169,5882,3429,9299,4114,0502,1764,0863,8221,8482
446616,20160828,8347,8116,5595,8286,7106,2854,7596,0279,8330,5623,0609,7942,3013,8403,7008,7415,4612,6301,0656,2790,6037,2103,8665
446716,20160830,2051,1719,8947,4472,2241,9857,6732,0657,0126,3345,0494,4674,9207,8281,0920,4582,4457,2693,6239,7851,4992,4343,0562
446816,20160831,8374,3168,0470,3059,5835,9043,7039,2077,1406,0851,3675,9478,3749,2610,7198,3974,0663,5465,1539,9937,8591,2483,6195
446916,20160903,0499,8064,9383,9747,8176,7840,3297,8850,9719,8845,1465,9698,0318,8822,8149,5803,3573,0474,4681,5891,4014,4619,1225
447016,20160904,1066,7353,0226,0799,2037,3451,4276,6828,4382,1359,7168,1645,3327,4054,1140,1163,8972,1097,5417,9612,4590,3010,8120
447116,20160906,9784,0681,3251,2935,5326,0429,1704,3968,3759,0247,4187,7334,4313,7537,0945,5905,6171,0850,7286,8139,3054,1107,0720
447216,20160907,2995,4481,7180,2118,3556,7514,7523,0342,2928,4920,5763,6536,0046,1733,3243,1011,9191,1422,3354,9936,1911,5882,6876
447316,20160910,6836,1094,1196,9056,8794,9425,1357,9968,3526,1570,6619,8714,6475,2313,2383,4038,5124,8417,7651,3788,7325,7154,5931
447416,20160911,7796,4400,4781,5765,9146,3137,7853,6592,6780,7407,4963,8457,1376,0022,9394,3804,0761,0488,4117,5115,7713,6971,9218
447516,20160914,1312,3687,0620,8230,3263,8725,4680,4827,6366,1936,0415,4059,6648,4191,5805,2259,8894,9370,2140,4710,5261,5647,0472
447616,20160917,7321,8058,4032,0925,3940,0644,9470,1765,0082,2502,2061,9955,4022,5492,2150,7978,0952,9229,8995,6255,6536,1159,6414
447716,20160918,3801,1627,2500,8857,9343,0653,7397,1006,2304,4091,0618,8291,1102,8237,7965,1352,7578,4448,0197,0503,0820,8252,6548
447816,20160921,4805,1911,7946,7681,8839,4875,5687,4316,6611,5248,2366,7216,0918,8716,2849,9851,6632,7884,8417,4219,0935,0970,6531
447916,20160924,0964,9685,0543,8791,0534,8083,5218,5970,2826,8106,5148,2286,0769,8293,1734,3084,3402,5393,8484,4621,9888,3523,3245
448016,20160925,6739,3317,9386,4224,6227,8754,4132,2252,1267,4603,7911,4666,6036,2392,4552,6980,4585,0818,8311,8965,2051,3307,2333
448116,20160927,1271,7764,6498,3642,0744,7224,5737,2034,8627,4931,4342,9776,3696,5418,8687,7951,7395,1877,7077,4318,6351,1190,3206
448216,20160928,2262,2102,9320,1525,5633,2006,3670,6519,2816,4806,2538,1664,2159,4824,7496,4488,1120,8883,9251,4925,6910,5246,4831
448316,20161001,5659,1317,9141,5304,4621,9077,4677,7840,0615,3544,6361,1899,6083,5291,0772,4635,3839,6501,6316,7205,1066,7841,5196
448416,20161002,4229,4768,9307,6981,7341,5083,2415,2624,6823,0685,2568,9549,6074,8658,6186,0730,2997,3640,7612,9257,6756,7502,0843
448516,20161004,2309,2302,4348,5577,4473,2297,4880,4867,0781,8888,1347,8006,9625,7384,9793,2724,3520,6530,5423,9546,9486,7216,9549
448616,20161005,4422,4196,1463,0688,9231,3474,2489,1373,7686,8916,8987,0728,1373,7975,0384,3679,5191,4503,0738,9062,6636,0496,8303
448716,20161008,8756,4137,3444,3982,5542,7902,6643,2962,6344,4490,4361,7175,8422,5053,0652,0299,3663,3563,1828,8405,6795,4655,5241
448816,20161009,4436,8800,9577,2228,5229,4136,5728,2509,5788,8662,3190,6379,6813,2161,8446,1576,1071,1320,5812,1295,3529,2477,0653
448916,20161012,8947,7437,2316,1368,1558,9179,2017,3207,6082,9086,0539,2113,7323,9163,3252,4949,6014,8645,9893,1806,5383,7561,5716
449016,20161015,0654,2324,9624,0723,5300,5809,1205,6710,3821,4635,9747,9307,6090,9306,5250,5365,6083,5279,9898,6030,2705,2540,8279
449116,20161016,2159,6940,5096,2223,5516,9002,6226,7931,9675,4374,1811,5484,6701,8586,7654,6993,2477,3624,9531,6161,6491,7883,2412
449216,20161019,4340,3453,5238,1155,7351,5460,2000,3421,1072,5195,1047,2992,3900,7419,3743,3711,3631,3911,5479,1465,4786,0507,9883
449316,20161022,3531,9201,9998,1086,5216,0670,2467,6043,4931,6671,1641,9600,8544,9019,0563,8888,5668,3903,2838,2300,7998,7369,9830
449416,20161023,4058,0432,7595,7165,5532,7773,8137,8266,3245,8788,1643,2351,4897,5888,4083,3368, 2192,4752,6179,8260,5151,0791,0600
